# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Top1	FBgn0004924	FBtr0074006	protein_coding	0	0	0	11	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	7
Top1	FBgn0004924	FBtr0100294	protein_coding	0	0	1	12	3	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	3
Top1	FBgn0004924	FBtr0308699	protein_coding	0	0	1	10	3	0	2	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1
Top1	FBgn0004924	FBtr0340434	protein_coding	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Top3beta	FBgn0026015	FBtr0070930	protein_coding	0	3	0	14	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	10
Top3beta	FBgn0026015	FBtr0340028	protein_coding	0	3	0	14	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	10
Torsin	FBgn0025615	FBtr0070690	protein_coding	0	0	0	37	1	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	19
Torsin	FBgn0025615	FBtr0345715	protein_coding	0	0	0	37	1	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	19
Traf-like	FBgn0030748	FBtr0074273	protein_coding	0	4	0	15	0	0	1	0	0	0	0	7	0	0	1	0	0	0	0	0	1	0	0	0	3	7
Traf-like	FBgn0030748	FBtr0074274	protein_coding	0	4	0	15	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	1	0	0	0	3	7
Traf-like	FBgn0030748	FBtr0074275	protein_coding	0	4	0	15	0	0	1	0	0	0	0	7	0	0	1	0	0	0	0	0	1	0	0	0	3	7
Traf-like	FBgn0030748	FBtr0308606	protein_coding	0	4	0	15	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	1	0	0	0	3	7
Traf-like	FBgn0030748	FBtr0308607	protein_coding	0	4	0	15	0	0	1	0	0	0	0	7	0	0	1	0	0	0	0	0	1	0	0	0	3	7
Traf-like	FBgn0030748	FBtr0334036	protein_coding	0	4	0	15	0	0	1	0	0	0	0	7	0	0	1	0	0	0	0	0	1	0	0	0	3	7
Traf-like	FBgn0030748	FBtr0334037	protein_coding	0	4	0	15	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	1	0	0	0	3	7
Traf6	FBgn0265464	FBtr0071188	protein_coding	0	0	0	12	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Tre1	FBgn0046687	FBtr0070848	protein_coding	0	3	1	90	0	0	1	0	0	0	0	21	0	0	43	1	0	0	0	0	0	0	0	0	3	25
Tre1	FBgn0046687	FBtr0308339	protein_coding	0	3	1	75	0	0	1	0	0	0	0	21	0	0	5	1	0	0	0	0	0	0	0	0	3	48
Tre1	FBgn0046687	FBtr0340222	protein_coding	0	3	1	90	0	0	1	0	0	0	0	21	0	0	43	1	0	0	0	0	0	0	0	0	3	25
Trf2	FBgn0261793	FBtr0112927	protein_coding	0	3	5	108	0	0	4	0	0	0	0	35	0	0	42	5	0	0	0	0	0	0	0	0	3	27
Trf2	FBgn0261793	FBtr0300577	protein_coding	0	3	5	109	5	0	4	0	0	0	0	31	0	0	42	5	0	0	0	0	0	0	0	0	3	27
Trf2	FBgn0261793	FBtr0330105	protein_coding	0	3	5	70	0	0	3	0	0	0	0	35	0	0	17	5	0	0	0	0	0	0	0	0	3	15
Trf2	FBgn0261793	FBtr0330106	protein_coding	0	2	2	113	5	0	8	0	0	0	0	31	0	0	42	2	0	0	0	0	0	0	0	0	2	27
Trf2	FBgn0261793	FBtr0333750	protein_coding	0	3	5	108	0	0	4	0	0	0	0	35	0	0	42	5	0	0	0	0	0	0	0	0	3	27
Trf2	FBgn0261793	FBtr0333811	protein_coding	0	2	2	74	0	0	7	0	0	0	0	35	0	0	17	2	0	0	0	0	0	0	0	0	2	15
Trf4-1	FBgn0030049	FBtr0071212	protein_coding	0	0	0	15	1	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Trf4-1	FBgn0030049	FBtr0071213	protein_coding	0	0	0	15	1	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Trf4-1	FBgn0030049	FBtr0112963	protein_coding	0	0	0	15	1	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Trf4-1	FBgn0030049	FBtr0112964	protein_coding	0	0	0	17	1	0	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Trf4-1	FBgn0030049	FBtr0331723	protein_coding	0	0	0	15	1	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Trf4-1	FBgn0030049	FBtr0331724	protein_coding	0	0	0	15	1	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Trf4-1	FBgn0030049	FBtr0331725	protein_coding	0	0	0	17	1	0	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TrxT	FBgn0029752	FBtr0070755	protein_coding	0	0	0	33	2	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	12
TrxT	FBgn0029752	FBtr0340478	protein_coding	0	0	0	33	2	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	12
Trxr-1	FBgn0020653	FBtr0071167	protein_coding	0	0	0	28	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	17
Trxr-1	FBgn0020653	FBtr0071168	protein_coding	0	0	0	16	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	6
Trxr-1	FBgn0020653	FBtr0071169	protein_coding	0	0	0	14	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	4
Tsf1	FBgn0022355	FBtr0074559	protein_coding	0	3	0	29	1	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	3	17
Tsf1	FBgn0022355	FBtr0346625	protein_coding	0	3	0	29	1	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	3	17
Tsp5D	FBgn0029837	FBtr0070888	protein_coding	0	3	0	45	2	2	3	0	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	26
Tsp5D	FBgn0029837	FBtr0114466	protein_coding	0	1	0	45	2	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	36
Tsp5D	FBgn0029837	FBtr0331169	protein_coding	0	1	0	45	2	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	36
TwdlX	FBgn0052571	FBtr0074325	protein_coding	0	2	0	43	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	35
TwdlY	FBgn0052570	FBtr0074326	protein_coding	0	0	0	51	0	0	2	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	36
TwdlZ	FBgn0052569	FBtr0290248	protein_coding	0	0	0	20	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Twdlalpha	FBgn0052574	FBtr0074329	protein_coding	0	0	0	27	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	15
U2af50	FBgn0005411	FBtr0074234	protein_coding	0	1	0	27	0	0	0	0	0	0	0	13	0	0	6	0	0	0	0	0	1	0	0	0	0	9
U2af50	FBgn0005411	FBtr0307176	protein_coding	0	1	0	25	0	0	0	0	0	0	0	13	0	0	6	0	0	0	0	0	1	0	0	0	0	7
U2af50	FBgn0005411	FBtr0307177	protein_coding	0	1	0	25	0	0	0	0	0	0	0	13	0	0	6	0	0	0	0	0	1	0	0	0	0	7
U2af50	FBgn0005411	FBtr0307178	protein_coding	0	1	0	27	0	0	0	0	0	0	0	13	0	0	6	0	0	0	0	0	1	0	0	0	0	9
UBL3	FBgn0026076	FBtr0074174	protein_coding	0	1	1	47	2	0	1	0	0	0	1	27	0	0	15	0	0	0	0	0	0	0	0	0	1	2
UBL3	FBgn0026076	FBtr0074175	protein_coding	0	1	1	44	0	0	1	0	0	0	1	26	0	0	15	0	0	0	0	0	0	0	0	0	1	2
UBL3	FBgn0026076	FBtr0300787	protein_coding	0	1	1	47	2	0	1	0	0	0	1	27	0	0	15	0	0	0	0	0	0	0	0	0	1	2
Ubc7	FBgn0267384	FBtr0074283	protein_coding	0	2	0	28	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	2	23
Ubc7	FBgn0267384	FBtr0340157	protein_coding	0	2	0	28	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	2	23
UbcE2H	FBgn0029996	FBtr0071112	protein_coding	0	1	0	71	13	0	0	0	0	0	0	25	0	0	16	0	0	0	0	0	0	0	0	0	1	17
UbcE2H	FBgn0029996	FBtr0071113	protein_coding	0	2	0	67	9	0	1	0	0	0	0	30	0	0	9	0	0	1	0	0	1	0	0	0	1	17
UbcE2H	FBgn0029996	FBtr0071114	protein_coding	0	2	0	67	9	0	0	0	0	0	0	30	0	0	10	0	0	1	0	0	1	0	0	0	1	17
Ubi-p5E	FBgn0086558	FBtr0070933	protein_coding	0	0	0	19	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ubi-p5E	FBgn0086558	FBtr0345892	protein_coding	0	0	0	19	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ubqn	FBgn0031057	FBtr0074750	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ubqn	FBgn0031057	FBtr0340612	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Uch-L5R	FBgn0030370	FBtr0073638	protein_coding	0	0	0	17	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Ucp4A	FBgn0030872	FBtr0074464	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ucp4A	FBgn0030872	FBtr0303572	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ucp4A	FBgn0030872	FBtr0339750	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ulp1	FBgn0027603	FBtr0074693	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Upf1	FBgn0030354	FBtr0073596	protein_coding	0	0	1	7	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5
Upf1	FBgn0030354	FBtr0342744	protein_coding	0	0	1	7	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	5
Upf2	FBgn0029992	FBtr0071117	protein_coding	0	0	0	25	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Usf	FBgn0029711	FBtr0070701	protein_coding	0	1	0	48	4	0	1	0	0	0	0	28	0	0	1	0	0	0	0	0	0	0	0	0	1	14
Usf	FBgn0029711	FBtr0308917	protein_coding	0	1	0	48	7	0	1	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	1	14
Usp7	FBgn0030366	FBtr0073641	protein_coding	0	9	0	19	1	0	3	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	9	6
Usp7	FBgn0030366	FBtr0342732	protein_coding	0	9	0	19	1	0	3	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	9	6
Vago	FBgn0030262	FBtr0073427	protein_coding	0	0	0	16	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Vago	FBgn0030262	FBtr0346279	protein_coding	0	0	0	16	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Vap-33A	FBgn0029687	FBtr0070616	protein_coding	0	0	0	41	4	0	2	0	0	0	0	28	0	0	3	0	0	0	0	0	0	0	0	0	0	4
Vap-33A	FBgn0029687	FBtr0070617	protein_coding	0	0	0	41	4	0	2	0	0	0	0	28	0	0	3	0	0	0	0	0	0	0	0	0	0	4
Vap-33A	FBgn0029687	FBtr0070618	protein_coding	0	0	0	46	9	0	1	0	0	0	0	28	0	0	3	0	0	0	0	0	0	0	0	0	0	5
Vap-33A	FBgn0029687	FBtr0342739	protein_coding	0	0	0	46	9	0	2	0	0	0	0	28	0	0	3	0	0	0	0	0	0	0	0	0	0	4
VhaAC39-1	FBgn0028665	FBtr0070611	protein_coding	0	0	0	17	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13
Vinc	FBgn0004397	FBtr0070420	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vinc	FBgn0004397	FBtr0342770	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vinc	FBgn0004397	FBtr0342771	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vml	FBgn0085362	FBtr0112535	protein_coding	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Vml	FBgn0085362	FBtr0347302	protein_coding	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Vps4	FBgn0027605	FBtr0074504	protein_coding	0	1	0	32	0	0	1	0	0	0	0	17	0	0	4	0	0	0	0	0	0	0	0	0	1	10
Vps4	FBgn0027605	FBtr0342787	protein_coding	0	1	0	33	0	0	1	0	0	0	0	18	0	0	4	0	0	0	0	0	0	0	0	0	1	10
Vsx1	FBgn0263511	FBtr0070781	protein_coding	0	1	0	109	0	0	0	0	0	0	0	8	0	0	59	0	0	0	0	0	0	0	0	0	1	42
Vsx1	FBgn0263511	FBtr0340495	protein_coding	0	1	0	109	0	0	0	0	0	0	0	8	0	0	59	0	0	0	0	0	0	0	0	0	1	42
Vsx2	FBgn0263512	FBtr0100024	protein_coding	0	0	2	127	0	0	0	0	0	0	0	1	0	0	92	2	0	0	0	0	0	0	0	0	0	34
Vsx2	FBgn0263512	FBtr0343015	protein_coding	0	0	2	127	0	0	0	0	0	0	0	1	0	0	92	2	0	0	0	0	0	0	0	0	0	34
Wnt5	FBgn0010194	FBtr0074623	protein_coding	0	0	0	39	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	19
Wnt5	FBgn0010194	FBtr0343046	protein_coding	0	0	0	39	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	19
X11L	FBgn0026313	FBtr0074451	protein_coding	0	0	0	9	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3
X11L	FBgn0026313	FBtr0301696	protein_coding	0	0	0	16	2	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	3
X11L	FBgn0026313	FBtr0333757	protein_coding	0	0	0	9	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3
X11L	FBgn0026313	FBtr0340620	protein_coding	0	0	0	9	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3
X11L	FBgn0026313	FBtr0340621	protein_coding	0	0	0	16	2	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	3
X11Lbeta	FBgn0052677	FBtr0071493	protein_coding	0	3	0	171	4	0	0	0	0	0	0	4	0	0	160	0	0	0	0	0	0	0	0	0	3	3
X11Lbeta	FBgn0052677	FBtr0343041	protein_coding	0	3	0	171	5	0	0	0	0	0	0	4	0	0	160	0	0	0	0	0	0	0	0	0	3	2
X11Lbeta	FBgn0052677	FBtr0343042	protein_coding	0	3	0	173	4	0	0	0	0	0	0	4	0	0	162	0	0	0	0	0	0	0	0	0	3	3
XRCC1	FBgn0026751	FBtr0070763	protein_coding	0	6	4	63	0	0	1	0	0	0	0	53	0	0	2	4	0	0	0	0	0	0	0	0	6	7
Xpac	FBgn0004832	FBtr0070670	protein_coding	0	3	1	56	2	0	1	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	3	33
Yippee	FBgn0026749	FBtr0073789	protein_coding	0	0	0	20	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	15
Yippee	FBgn0026749	FBtr0100168	protein_coding	0	0	0	20	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	15
Ykt6	FBgn0260858	FBtr0071093	protein_coding	0	0	0	9	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Yp1	FBgn0004045	FBtr0071419	protein_coding	0	5	0	31	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	25
Yp1	FBgn0004045	FBtr0346261	protein_coding	0	5	0	31	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	25
Yp2	FBgn0005391	FBtr0071424	protein_coding	0	0	0	35	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Yp2	FBgn0005391	FBtr0339648	protein_coding	0	0	0	35	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Yp3	FBgn0004047	FBtr0073821	protein_coding	0	7	0	27	5	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	7	12
Yp3	FBgn0004047	FBtr0346090	protein_coding	0	7	0	29	7	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	7	12
ZAP3	FBgn0052685	FBtr0071489	protein_coding	0	13	4	27	1	0	0	0	0	0	0	3	0	0	17	4	0	0	0	0	0	0	0	0	13	6
ZAP3	FBgn0052685	FBtr0308582	protein_coding	0	12	4	28	0	0	0	0	0	0	0	4	0	0	18	4	0	0	0	0	0	0	0	0	12	6
ZAP3	FBgn0052685	FBtr0308583	protein_coding	0	13	4	27	1	0	0	0	0	0	0	3	0	0	17	4	0	0	0	0	0	0	0	0	13	6
ZAP3	FBgn0052685	FBtr0308584	protein_coding	0	12	4	25	2	0	0	0	0	0	0	17	0	0	0	4	0	0	0	0	0	0	0	0	12	6
Zpr1	FBgn0030096	FBtr0071342	protein_coding	0	1	0	10	5	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Zw	FBgn0004057	FBtr0074748	protein_coding	0	0	0	6	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Zw	FBgn0004057	FBtr0074749	protein_coding	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Zw	FBgn0004057	FBtr0340611	protein_coding	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
acj6	FBgn0000028	FBtr0074015	protein_coding	0	1	0	61	0	0	0	0	0	0	0	2	0	0	46	0	0	0	0	0	0	0	0	0	1	13
acj6	FBgn0000028	FBtr0100326	protein_coding	0	1	0	61	0	0	0	0	0	0	0	2	0	0	46	0	0	0	0	0	0	0	0	0	1	13
acj6	FBgn0000028	FBtr0100328	protein_coding	0	1	0	61	1	0	0	0	0	0	0	1	0	0	46	0	0	0	0	0	0	0	0	0	1	13
acj6	FBgn0000028	FBtr0290063	protein_coding	0	1	0	61	0	0	0	0	0	0	0	2	0	0	46	0	0	0	0	0	0	0	0	0	1	13
acj6	FBgn0000028	FBtr0290064	protein_coding	0	1	0	61	0	0	0	0	0	0	0	2	0	0	46	0	0	0	0	0	0	0	0	0	1	13
acj6	FBgn0000028	FBtr0305189	protein_coding	0	1	0	61	0	0	0	0	0	0	0	2	0	0	46	0	0	0	0	0	0	0	0	0	1	13
acj6	FBgn0000028	FBtr0305190	protein_coding	0	1	0	61	0	0	0	0	0	0	0	2	0	0	46	0	0	0	0	0	0	0	0	0	1	13
acj6	FBgn0000028	FBtr0305191	protein_coding	0	1	0	61	1	0	0	0	0	0	0	1	0	0	46	0	0	0	0	0	0	0	0	0	1	13
acj6	FBgn0000028	FBtr0305192	protein_coding	0	1	0	61	0	0	0	0	0	0	0	2	0	0	46	0	0	0	0	0	0	0	0	0	1	13
acj6	FBgn0000028	FBtr0305193	protein_coding	0	1	0	61	0	0	0	0	0	0	0	2	0	0	46	0	0	0	0	0	0	0	0	0	1	13
acj6	FBgn0000028	FBtr0305194	protein_coding	0	1	0	61	0	0	0	0	0	0	0	2	0	0	46	0	0	0	0	0	0	0	0	0	1	13
acj6	FBgn0000028	FBtr0305195	protein_coding	0	1	0	61	0	0	0	0	0	0	0	2	0	0	46	0	0	0	0	0	0	0	0	0	1	13
acj6	FBgn0000028	FBtr0305196	protein_coding	0	1	0	61	0	0	0	0	0	0	0	2	0	0	46	0	0	0	0	0	0	0	0	0	1	13
ade5	FBgn0020513	FBtr0073705	protein_coding	0	5	0	27	0	0	0	0	0	0	0	3	0	0	10	0	0	0	0	0	3	0	0	0	2	17
ade5	FBgn0020513	FBtr0333799	protein_coding	0	5	0	28	0	0	0	0	0	0	0	4	0	0	10	0	0	0	0	0	3	0	0	0	2	17
alpha-Man-I	FBgn0259170	FBtr0299632	protein_coding	0	0	2	180	3	0	0	0	0	0	0	0	0	0	163	2	0	0	0	0	0	0	0	0	0	14
alpha-Man-I	FBgn0259170	FBtr0299633	protein_coding	0	8	4	124	3	1	7	0	1	0	1	0	0	0	100	2	0	0	0	0	0	0	0	0	7	14
alpha-Man-I	FBgn0259170	FBtr0300511	protein_coding	0	0	2	238	4	0	0	0	0	0	0	57	0	0	163	2	0	0	0	0	0	0	0	0	0	14
alpha-Man-I	FBgn0259170	FBtr0300512	protein_coding	0	0	1	111	4	0	0	0	0	0	0	57	0	0	26	1	0	0	0	0	0	0	0	0	0	24
alpha-Man-I	FBgn0259170	FBtr0300513	protein_coding	0	0	2	180	3	0	0	0	0	0	0	0	0	0	163	2	0	0	0	0	0	0	0	0	0	14
alpha-Man-I	FBgn0259170	FBtr0300514	protein_coding	0	0	2	180	3	0	0	0	0	0	0	0	0	0	163	2	0	0	0	0	0	0	0	0	0	14
alpha-Man-I	FBgn0259170	FBtr0300515	protein_coding	0	0	2	180	3	0	0	0	0	0	0	0	0	0	163	2	0	0	0	0	0	0	0	0	0	14
alpha-Man-I	FBgn0259170	FBtr0300516	protein_coding	0	0	2	180	3	0	0	0	0	0	0	0	0	0	163	2	0	0	0	0	0	0	0	0	0	14
alpha-Man-I	FBgn0259170	FBtr0331759	protein_coding	0	0	1	59	3	0	0	0	0	0	0	0	0	0	34	1	0	0	0	0	0	0	0	0	0	22
amn	FBgn0086782	FBtr0074802	protein_coding	0	0	0	42	0	0	4	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	21
amx	FBgn0000077	FBtr0071331	protein_coding	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1
amx	FBgn0000077	FBtr0307281	protein_coding	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1
antdh	FBgn0026268	FBtr0073468	protein_coding	0	0	0	15	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12
arg	FBgn0023535	FBtr0070088	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ari-1	FBgn0017418	FBtr0089506	protein_coding	0	0	0	8	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ari-1	FBgn0017418	FBtr0089507	protein_coding	0	0	0	8	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ari-1	FBgn0017418	FBtr0089508	protein_coding	0	0	0	8	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ari-1	FBgn0017418	FBtr0306057	protein_coding	0	0	0	23	6	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ari-1	FBgn0017418	FBtr0332850	protein_coding	0	0	0	8	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ari-1	FBgn0017418	FBtr0332851	protein_coding	0	0	0	8	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
baz	FBgn0000163	FBtr0074388	protein_coding	0	23	1	124	9	0	1	0	0	0	0	40	0	0	73	1	0	0	0	0	1	0	0	0	22	2
baz	FBgn0000163	FBtr0111000	protein_coding	0	23	1	124	9	0	2	0	0	0	0	40	0	0	72	1	0	0	0	0	1	0	0	0	22	2
baz	FBgn0000163	FBtr0343763	protein_coding	0	23	1	124	9	0	1	0	0	0	0	40	0	0	73	1	0	0	0	0	1	0	0	0	22	2
baz	FBgn0000163	FBtr0343764	protein_coding	0	23	1	124	9	0	2	0	0	0	0	40	0	0	72	1	0	0	0	0	1	0	0	0	22	2
bbx	FBgn0024251	FBtr0100598	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
bbx	FBgn0024251	FBtr0100599	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
bbx	FBgn0024251	FBtr0331744	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bbx	FBgn0024251	FBtr0331745	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
be	FBgn0052594	FBtr0073956	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1
be	FBgn0052594	FBtr0073957	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1
be	FBgn0052594	FBtr0310270	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1
ben	FBgn0000173	FBtr0073855	protein_coding	0	0	0	9	4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2
ben	FBgn0000173	FBtr0300566	protein_coding	0	0	0	9	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	2
ben	FBgn0000173	FBtr0307296	protein_coding	0	0	0	9	4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2
